Field_ID,Yield
8K0O0PD,4.9758463
DDMOWY3,5.133483
HH7Z5Z5,3.5443306
IY0DW40,3.733173
OSHARAV,3.6301444
SZCWVBD,4.318894
X7SBATO,4.459484
89V3EBE,5.1644487
IBJCQU2,3.336412
IA77FT0,5.047505
552VS1V,3.100966
1BZ2WMK,1.5245149
CZFCMBJ,3.879094
MAICAFG,2.8925674
AVIIWAQ,6.663291
R20MQ4T,4.5175123
WJGPWN7,5.131266
OBCZ8UN,5.8812604
S4DAJNI,3.6307638
NPLF94D,5.034289
1NRMK7Z,4.1175547
ITNCN60,4.716517
6SHN9H9,4.325798
5O53JVV,5.8656034
SC3I5QS,4.574069
ULZOU94,1.214689
9KMOAPZ,1.2695472
K29MYB1,2.6789498
PY1BOJ3,0.58697504
VW9NF4Q,1.0320106
XD103QP,4.8303986
6AVVM6M,1.3565632
QRCOD7B,4.2500825
L2OB6S8,1.2353623
IZA34EE,3.2245107
ZIIUZCF,2.214865
TEZ5L7O,1.3938745
CIN5QMN,0.8216896
S0S6VJG,-0.054484844
CKTJBEQ,4.0481167
H40IQ30,4.9226704
4PWB5EG,2.7553012
1WTRZHH,1.9454693
KQJEE83,6.579079
31HAE1D,5.291127
WBNJ3W8,5.5207477
TDLCAHC,1.984395
00PLSKP,3.6776161
WAHI43J,4.7051177
PL53LBS,5.129473
VGFYH5E,4.46093
I4JE5P1,5.0693393
PO5T84R,1.9678891
37YGZ93,4.547766
EXIE2HK,2.914747
4KW9P3T,6.4367595
WFWWU9Z,4.7110286
7I41J4H,4.5640526
514B8DY,5.410428
POPYFHQ,4.1696424
3ZTRVIZ,8.845594
TZONIB0,2.996635
3XF69CZ,7.2524366
ECE8F6Q,3.8248339
NRT2N45,4.349561
T120GUW,5.385799
KTPFLMO,6.054757
U5I1GNT,1.5480981
6R66UVC,4.100148
GTL5GQ8,4.735474
L685WGL,3.9304626
PMC7TX4,4.129315
1OVAAPH,0.06521675
15S06J4,6.0087028
G7CHWNI,3.2279067
ZA5ZVGU,0.9456764
6IWI3T5,6.4944854
X3KD67T,4.1509633
Q7DD9SH,3.4798007
4KP6WAV,5.822339
UVNQ9WJ,2.7998967
4KSOGXH,3.1610122
QBKGPRU,3.0730438
8QKI0EQ,5.7336636
I17FLO6,3.9657009
U24QCE1,1.7981668
1VVO96X,4.5381336
42G0NU1,2.3127024
8R2ZDQ2,1.7471344
BKURGO9,2.48461
ECO0J9R,4.8314714
2BWCAPO,3.4114208
SI8JPGA,7.4538646
MTIFSMJ,4.393504
7WCV89J,5.225478
8OJNBWU,1.5202909
8RDT9RQ,4.752298
G73G122,7.2292237
8RWXL50,3.6882033
1RLY1BU,4.805593
5ZYPE0D,3.6294758
6GKM3HL,4.545432
2UNIO6T,2.1998448
MGUIY1K,4.42965
0HPA3ZN,4.024989
ERSQZ97,5.0389495
8YKBECM,4.3905935
JPCHUIL,1.1379623
XSDYZSY,2.5102854
575WC95,2.2233367
DS8ZIQX,0.97716254
ZKD03CH,6.6328173
X03H66F,6.323821
WV16GA2,2.4164104
2WOQH74,3.745332
Y2YZVIB,8.356327
PYQF66M,3.595111
QRUJ8OB,2.5292614
0L8E1ID,1.2541183
Q5FCO9D,0.96525455
P6XOYSX,6.5325136
WGEKO2T,3.727514
48RKPGJ,5.747431
5V6D4DH,3.3865972
J5K8BDY,5.8889346
02RNO3Z,3.8877563
H48D3ZQ,6.3488507
MVZYABM,-2.008003
W3VCQWP,7.5350285
1UAW1TJ,1.4279399
B6EII69,2.9958186
IPHLGAW,1.439981
410Y52I,1.7687951
INPZQFW,5.305803
H9MVYFK,3.0516357
0LEKL80,7.3799477
04PICIF,4.2430844
3SO2JGI,7.2470503
3X4XOLY,6.160046
JQCMIA8,4.3467827
B0PU5XO,6.1860943
1812PI2,6.6377616
1D8TXIN,4.347888
E0JPJW0,5.9811206
SYG84QX,5.9262366
GLDH02M,4.3034716
8YZ0QWY,2.494299
7YUYFIJ,1.4289856
K4BSRIV,2.741691
6OUOBT0,0.87880766
WXMSHVL,8.398413
WU0LSKM,1.7023695
DUCFWQ5,2.475305
SF1VT4A,4.11224
U352SYH,0.8749645
BIS8KNU,1.8373095
WKRKO7G,3.386385
3JL4JB7,3.0126524
HBOU7LT,1.7927482
YIQ0JIE,2.639967
3UQA6UV,1.5673604
AFYJD60,1.4083683
8563G5G,1.329057
YKFDRL8,3.1526077
JVNZ3J5,0.29664764
BXV3SUA,4.53609
QHD9YU1,1.7211221
GDXRX14,1.1364088
HMUCJJS,1.9259063
76TW5IL,1.7422699
QZCJPOW,1.3828802
6T472BL,1.2955594
6SWAE14,2.1058602
AMG60EQ,4.0887485
779XUCU,2.1525555
U5LQNHH,1.4622848
I7H1S8K,4.10332
58YGJD2,2.5062447
BLB6M6A,1.1488708
YKQAJLY,0.8982299
DLU3GVG,1.7168849
1NPNKOY,1.6635944
LOVMNSZ,2.4569945
MUN6BPV,3.088532
KFHX8R0,1.7026205
3IGU2M8,0.4464448
E998LY9,3.2792675
TFYM1Z1,0.9164605
0V5KWAV,2.1182132
FNQYRA7,3.0299478
LP1RQ82,1.8053899
ZXNIR8F,3.6216705
MDV1DLW,4.2187853
981QXVB,2.8572981
OH43JJM,2.8178775
MPK8FPA,3.1684616
6L3MV0O,2.6668506
70SRAYE,1.0290635
9OUNQAM,-0.35136795
AVGZSTD,1.9427607
8FT7CV7,4.8269963
5Y0E20F,5.051361
MWHKL3P,4.1029696
2QF6KRC,1.8094139
D4NBQYH,2.9088647
AY3WAKL,4.1614723
TN1IY0G,2.0778184
37532EW,4.270791
RMRNSAW,1.0899472
O2YEQGA,1.0499762
ETTK3TL,5.413119
TGY598G,3.0819764
65GEO4H,1.4798975
KB806Y2,4.212123
9PJ4GXB,2.3258448
VQ3P3TC,5.411731
CXATUT5,1.3997935
DN3RQQ3,3.2959023
7HRL66O,-1.3252801
PQ0KLVC,6.37553
UOZZ0DZ,2.021933
C60Z3DN,5.100132
7M5J9Y6,2.7967997
JEG9CVR,2.1790936
UMDH2FA,9.488295
KG9GN6T,-1.1903147
1552NDR,-0.95280254
LM6ML8C,0.27693594
AH8ERKQ,-0.72577286
2Y2RLOV,10.21391
X0SUCQW,1.5778135
N68Y6G1,-0.12886477
GOU8BB9,8.951963
HVFJBTJ,0.2856015
5NM9968,0.5031419
NCXWOGJ,2.9572124
W8YGQ9F,4.2762213
DAZM2HB,0.77906466
GE7TPYX,3.622419
VJESL6K,2.722659
OFP6V42,-0.61233664
BBH9M48,6.5866785
5UM1C7C,4.4379854
7XL12LY,1.9855498
FF01TNS,5.780613
3DICOJC,1.4373984
MYBDWMS,10.228974
Y13WYL7,5.122011
AX9Y33M,2.2152424
MEYRRVR,-0.4460367
KEF9LFQ,2.136581
XCN781K,5.2070074
YAQI5OB,6.0107384
A7EFPRW,2.3773677
UW52XCR,8.680335
BSBV1QR,1.6218363
Y2Q7Z9N,-1.1685764
KQFF1PQ,0.85047746
AL3S00S,4.527448
VNEUEC4,6.8755736
AM5ZFDH,5.555936
TTIFXIS,7.8727
8759367,3.0429218
JYDKERW,3.7746959
VRQ9P2T,3.4301639
JWR2SIS,4.1422696
I09G1QZ,0.7324132
F41QEQC,1.2764311
MKLPQE7,2.857909
BGYGXTI,2.9042637
LOMS2XH,1.4699647
DDOV4ES,5.1783175
YLXHBFU,3.1107192
V9DI84P,5.253129
KTAYOS9,5.2735567
4HIC1OY,3.3119857
4OO8BYW,2.9515526
IE9QEM1,2.9515526
38D13CI,1.7178663
CC742KO,4.1325006
6EMNWNX,3.080595
0NKE0IH,4.343365
AHHPZF4,3.2300794
DM1NTTY,6.28831
JTERCJH,4.035592
3HC3C5R,5.0653176
T2GWE5F,4.8183937
NQF36JY,4.5431676
RUEJZZ6,3.1110544
EWW5CPW,1.7271936
VYYQ1PI,4.8490868
8A68NDG,1.6890182
M55D48J,3.709138
0O4ROHE,1.3252063
7SG7IMY,1.7384738
IQYCGUN,1.5875303
YH84L36,6.5613523
3G1OIAE,1.7931715
UVUI7GY,6.5163527
PE1BQKY,2.40976
WVYG03T,2.6611607
7Z5C1TL,3.9955165
D3QAYO7,3.9055862
R7B5J4B,7.601336
8BNTRA1,7.582991
66LFKST,3.2844126
DNB71QD,0.07470703
VRXW27B,0.8177099
FNRIQV2,2.722523
Q6GFAL2,0.4026562
FS6AS26,4.3263044
ZI79VOA,0.075383276
TJ8BEAV,2.8667135
2GED0MP,0.10095361
D86JQZ1,1.1377856
6KOYO0W,4.8030953
2TZY5SA,2.653544
LO5FBG3,6.072088
0KWNF3M,2.8908033
AM8I91H,2.779898
9AE3NL2,3.4026778
K6C2TSU,6.993328
JH8SANA,3.183429
87RBUYN,6.4311757
PV7AAJA,2.4705844
5PSZDQ4,5.2966075
S3KTRD9,2.9449346
MDFXE8U,5.547631
1JKF70V,2.7444732
XON82HC,4.208551
6N6Y6SQ,1.5554166
CCKE41R,4.007026
ZCGG51V,3.2255242
DMCDZL8,2.6251385
GW38VG0,2.6758857
1DN64MR,4.191096
40BFYK6,5.130515
AMSSXUI,1.4789242
PUKTYJE,3.7615035
JB20FUX,0.9299802
R0FTSVY,1.9147054
X4FL9DU,3.667082
553LRX5,1.3243455
FQPZJ7T,3.9889896
2BSKUBL,4.5874825
PHIGBXE,4.720404
XHG0ABK,5.274675
SVLCGTZ,5.1821804
2LWFYIR,1.5202584
N9RF7VM,-0.11837393
VKU1NAM,4.808267
IGTDM5E,1.5673494
WR28TCT,0.2903791
RDDNCDM,3.5598953
8LBMW12,3.3629417
W24P1J9,-0.55759466
V7DQ1ZE,-1.4442582
JSIV59W,2.855314
W34X6JQ,10.585944
MC4MZ6F,1.084392
16OFWWO,6.914825
2N68M3F,-0.5303457
M7ZLRT0,2.7004375
7GPWNFE,3.9507663
8NNQGX1,1.6634884
J9IL1KV,5.9421644
3FZL1CO,2.7350183
U4M3R6U,1.126885
JV8WOC2,5.035837
NS0RQW5,0.9086323
S1HLM8K,0.8307828
7PQRDOT,2.6772168
VGBM8KA,3.5821085
3H5QF78,0.6400032
YIT58I7,1.9751546
QL8RCEF,9.863507
X35DMX3,-0.17489141
7Z4DUYH,2.6668334
9DUCPZJ,1.4523077
S219TTE,4.434572
ZFW7B1J,0.71310747
T1Q4ISD,3.7140498
XXHS7IP,1.6956807
GMI3HYI,3.5431542
XEPYFC0,4.0387716
23JJFVG,4.3380117
LQHFRIP,5.2318206
7M3XR3P,1.6721612
RL6FGX0,5.4507365
TAG2Y35,4.3348026
0THUDGV,2.3099475
OJ4VCU8,-1.1056089
RQZ85GE,6.4035993
ZUSJGAI,-0.0067583323
7LOG31W,0.82109874
CPZC0T3,8.954279
7Z6G644,4.1945534
1NIMWCD,3.8853507
SQT2BVL,3.8974323
TNJNUKX,2.0729198
HY3LHH0,1.4486669
G5G88QQ,3.1113207
05HWF0P,3.1458707
GAGNRH2,0.20753115
4HUD38Q,3.7078907
K32MY2D,2.5844333
38WGNNC,-0.7320596
TFZRPJT,-0.7320596
RL4LYAQ,0.1283701
N5X4WRB,1.1295853
BW7ZZDO,-0.258896
WPSGX7U,4.19141
K6RETZR,2.9487202
4ANEBTI,2.0903194
OC6GNIQ,2.1022377
LJGBHLL,3.6329324
J7JHFDP,3.392639
198VHY0,5.0961604
9U9OYNQ,2.6351106
LRGYAGY,3.0059295
KUNXNLI,1.477666
1L613NA,5.5070095
DVX6LWR,5.0719223
6BXSH7C,3.3469586
I3RAOQI,5.7975626
7I0ZLQX,2.9399579
78FVUID,3.5945945
BV9X9NU,2.5645645
BG8IFKL,0.97906274
GKKMY7J,5.2942944
ERN4NFG,4.622841
MCDM3GG,3.7053735
6V1G9IG,2.2696946
VLW6WU9,1.4048625
VIMFQ4T,4.8758698
TMS0CAV,3.717935
PIM8119,2.2657082
5V42XD1,1.691566
GVV6SC2,1.3211691
JTV05ZU,2.2289343
UQX7LFW,1.2596005
BTQ104U,3.2286482
97RCGF0,3.475409
BFTM145,3.475409
ZQR5WMG,2.242828
FSUAELQ,4.2086535
ITXMPJC,4.835967
U59H09J,2.4079318
JA5V60W,2.9642036
9XU0UJK,2.843853
LA2FN3O,5.566187
F9A6L4R,3.2810676
8ULUTUC,2.464943
1VGNK7E,4.8179903
S38KII2,4.1375875
U86BGFD,5.670873
P0JSUWH,4.7974396
Z944YWN,4.0206637
OQDAFX0,5.146855
8BXYR2A,7.084652
CPVDO3F,5.20555
3M4ZZCG,4.0791845
KMK3J5G,3.747831
IHBICQ6,3.9392114
I3A25NN,3.1288416
BL6YGOI,3.9485593
J2SJK94,4.67257
H6EZ2M4,4.7238955
GY828P9,1.4346553
S9ZX175,4.7202682
5SSBPL6,2.7851992
YT0VWI4,2.4954238
0R5WALI,3.319524
XE5XYNM,3.8073645
3ZAVWIX,1.0007567
NS4QC7O,4.3532114
VEWZV8L,3.9824479
Z6OKZXV,2.7521002
V2F2N19,2.8024218
BJQTM8B,3.4992774
WTXDD4V,3.3699276
1W37J53,1.7697328
UU6JNS9,0.6115137
9P1TQAR,5.178074
OSP9NTA,3.7874913
26HPXQJ,4.3003445
AQYTDDQ,2.927857
KYLAWVM,3.702633
68RKQMD,8.432285
HLZMWX7,7.7224193
RPNVFUI,2.860677
75SLKCY,6.7279024
A8OXE6P,5.748229
27UDSTK,7.931728
WHY3W8Z,3.7453098
C78Y0KZ,3.4874444
B2S9UC7,2.023059
ZIBO63H,5.6082683
YPFX6PE,5.544089
9UO80OH,6.83378
90TTI7R,3.3657424
46CAJQC,8.455143
NESSMW4,6.1643815
0EUUTN8,6.1000624
PDSTTO0,4.52069
8TRR3QA,2.736925
0LPBHJF,6.3772626
FQMHVK2,3.9793663
F5EWW5D,3.660381
0DOWLL7,6.5899706
B8ZEBZN,7.1777005
XXS1BHI,2.8429399
IH8PTAL,2.8715541
RS7BFAF,5.7849607
ZNHI6N5,3.6809225
KYL6FWS,6.312847
5HHMSB0,7.1822042
US286CZ,6.166667
OY94C78,6.166667
PA2GXQ1,4.6824975
W1573NZ,5.4557896
G007SXE,6.685198
7MM7KSV,5.9812083
SL58C2J,7.0277624
I0XL19B,3.1034703
ULKXYPW,6.9821873
SBEDE7Q,3.602685
E283NDX,0.15572864
WS4YOWK,1.7535229
GBBPUYD,7.3041987
DUQ5WT5,6.120791
ZAGJO30,4.5725136
MUA0PP7,4.322742
84LOICZ,2.7308936
N2SXWF3,2.5189333
DB5CFKE,3.9239929
ZFMSFIV,1.2955251
WY8PSYM,4.1571155
3TEPIAQ,2.9902992
B1USTR2,3.7974946
8M6N92C,4.004075
6LDCOXN,3.4298155
97NO7BY,6.094974
LP5K6YK,5.6877413
ZRJS46Q,5.059341
NEV7X48,6.3108125
4I56F1E,0.838891
QIP0F98,3.7638748
US3ZZKU,4.3362637
N2PZVUS,2.4705286
0P7Y4AH,7.251834
ROK51BB,3.592783
5VKRIOO,5.9772716
EC31MZ1,5.302611
J6RZIMK,3.8248134
J3LWDPF,2.5084126
T94T735,4.647569
996JMP9,3.1964302
RMSTW9U,3.078774
URGDIP2,4.972546
1UI69BS,2.0249364
6OXWA9S,13.279276
G2K8W9M,0.96854955
TOCUO76,-0.049726963
QQXZUCH,15.699747
1LLWE8V,5.369979
QLM572H,4.0469546
237TG17,5.2506523
LNTE3XF,1.9572526
7SPMPRN,4.4006963
0J7NO1L,0.8378663
J923FO6,5.11603
1ZG0NKQ,6.2803607
LQAST1A,5.5786986
2Z6UJRD,8.248646
BJAS0RL,4.477664
9A03HGA,6.8991055
JS3JUVG,2.3495688
F2JE10R,2.0164175
EBB5IV4,10.973733
5Y0YB8K,5.8223863
LO66I43,3.6398764
4J448SR,6.907682
KOZX1C6,3.6451082
F4FLIC9,1.6984619
A8IWPSO,1.6654844
Z1J2E7C,4.378766
FDL18O4,5.076666
JS3VBMD,3.4298928
C2PYDID,4.172427
EFGUI5H,2.6365798
27CSFV7,6.080914
LSN6C7M,5.9911847
JEFRWK1,5.5054865
21PFP8Y,8.183775
DHY9PV3,3.7728615
AGHXK5U,6.3239856
WNGAI3E,1.1285257
8NSVN5T,10.495677
U6P9BUY,2.7117612
TCFIV2V,3.898883
ITVUBZL,3.2112885
YBNKCCO,3.9395714
39TP2A6,-1.1428803
MGFRWHU,8.895521
86OLNZC,6.4248953
8O9Y7FK,2.4437838
YIFHN4D,3.8297772
BBHQAP5,5.836203
PCT5GIS,4.9293175
PGVATU8,2.0855832
5TFK4CQ,-0.40518224
4VPTJE5,3.2928379
VDN9D8C,2.870408
447OAVP,0.60548186
LKGSG13,1.7851012
VL3NLAM,4.054243
J4T5WPU,2.272494
OP68UF3,7.7067337
RPIOE49,2.8142257
23PIP16,2.8556864
ZENU0WB,3.6846793
9ASLRM0,2.0761771
F5Y27QZ,0.74455273
1KGPP7V,2.3114834
93SC1UD,2.8128505
9LSZYAI,3.681053
QBLK53N,6.687764
46L9WRS,3.5544703
HU2VHU7,-0.87635875
IOVGU1B,2.9088647
DE6V7SP,3.3738947
XT7I5IL,2.5071497
AT16M5C,2.935843
MB4MHKY,4.592564
OP7IN64,2.8730965
EK7NEQP,4.0170875
MTEI56M,2.883499
LR38U7E,1.5288635
0LZ3HHG,2.6081634
UJS45SA,3.2799327
VMD2OKX,2.8296454
C1UHWWK,3.5013509
I7MD6LD,4.0509906
V55F2K1,0.750543
AP0F2HR,-0.26694262
LKMYMRM,2.2906837
NM24IGJ,3.7535295
UK9MAJX,3.7087452
JDTI4K4,2.8503945
7EVMU0L,1.569592
E10LINS,0.75704306
R0U6X0X,4.995807
8F4V2R7,2.8742263
AM8WQ4I,4.40292
8A3CAIS,0.3373739
G0CYU03,3.7691474
IPYQBZV,6.729252
I8Y3ERP,6.38551
BXPI9IW,5.0402875
LNDENFS,4.3606095
MLR357L,1.7188436
JCUV0AL,1.4020969
Y98Y40P,3.5833945
FOLMO1F,2.19563
ALGYFXA,2.7505403
1B0W8PJ,6.8523207
EXZEMXN,1.3068554
OB36220,5.79296
EVE97U9,4.4774065
2BGSANJ,5.137786
FETY5Q6,4.7306714
KUNIY8F,3.5349994
U3QVE8P,4.9617567
V01035Q,5.6019974
PW68JCE,1.82166
A6TMBP9,4.127295
KA194W6,2.6912966
DWMUEYG,5.79171
EAVFCAX,3.4510884
68XYAU3,5.6221724
4KM4B89,5.421239
73KTJDT,4.2899494
Z2A5MP2,1.461745
RMHKEPD,1.7503797
N96H12N,1.5695517
2KXGQEX,3.011096
EH4ZONF,5.2912984
SWXDIY1,1.404406
H7SSKMV,2.788873
1V94YW1,6.913681
5HYYLHF,4.7091675
KJKNKZG,6.31351
A5MJEMH,3.3601887
2R5D4FQ,3.2762804
HFCB3Q5,5.4918365
CC77DT1,2.5016217
MP1Z1HH,0.092241466
4ZJ4GD9,-0.023901463
9XS2EYA,2.7377884
JEK6DU2,2.886662
ZGQZOHU,2.1194327
SK5R58Q,4.622975
M1JY6TU,4.168083
II8QMTM,3.8657396
5D086MG,2.468481
1B4ESRB,5.492202
XBWYIQH,1.627219
PVJYUWG,3.650217
K4NN4Q0,1.965838
CDT2K2C,3.4822874
BQP6V2I,1.4849473
FS7TZYN,7.8083844
Z21MV5J,4.1744537
EEQRGNX,3.4572766
RHGZARP,4.275412
AQB7JW1,0.7997087
HXM2Q4Q,1.64829
GJMXSYN,4.4086514
DGM8L3Q,1.6177621
2N67CXT,1.6830553
829BVXL,6.7060976
1WS6VWQ,4.6788654
2SV8GW5,6.6889224
52PO5GX,6.0658207
EK0QK7G,5.4343367
ZCKZJ3S,2.9734037
AN728RD,3.4750748
D106R76,3.2491627
2U7ZBGC,6.6960125
BLCMD2J,4.9665256
ZZWE9W8,1.8883882
WDWUP0C,2.2354577
ENX4RE0,2.6117878
7K4NEXB,6.876545
LM1TIH7,3.476815
GVJ8G6Z,4.283202
1W5QLX0,1.9703562
5RVO9IZ,5.685022
ORU29YR,5.101572
CSX8AGY,3.1312814
0ZCC30F,4.769465
YI56DOH,8.830784
S2LIG3O,3.611618
CPFZNDR,0.7379384
UJA199A,1.3968289
SG07DLL,4.4950275
31VMTYQ,5.0773883
Q0MY8Z8,5.115317
VUI3MKZ,4.9466863
DR3X2GZ,7.154388
AM3DADB,6.0279083
JFMLS2K,3.7063189
WR8LRDW,4.3316593
KL83DTE,2.1547918
P23CFTL,6.146638
0DMFITP,6.905409
1TZZ9MC,3.1026568
6MBWM7D,2.6574223
QMR58YK,6.379072
N9XBK5G,2.1700392
8882TKP,2.0456808
YOIOP8F,2.3959148
38071LM,6.189105
LILCFUT,-0.26694262
GWBOS2T,2.8771696
ERE7D7K,3.8280604
IRBIFOO,4.167582
SF3OAIK,0.85200286
A901TDU,4.2023573
HVK3FKN,3.7568126
VBQT01A,5.9164042
OG0P3FX,1.8627075
KX6MTTB,4.1231556
SOHAWYC,6.66274
9ZLWWN2,4.726235
IEBZBG4,10.011146
HH3UNDW,9.929718
VMG9S1E,2.27269
1J09PHN,5.891265
W3TUO7D,2.558275
Q50FB9L,0.5106991
A5JXM5Y,2.08341
MO48K55,1.7547662
7250M07,2.901751
SGL9F23,3.3657248
4QNON1L,3.7149029
04PWTYK,4.0397787
0IB682E,1.9503665
4H5ECQZ,0.12373763
UH3AJ3Z,5.8944488
H94F4T6,8.212624
7Q34FNN,1.0044742
SZTOOU4,5.828568
DA5T2LX,2.3512392
T06RK4I,2.794634
PB4AE5A,5.8960447
KD4MI9L,6.3604684
BYMR2SO,3.3944547
AO8GALV,6.652487
3JU97RU,2.8798938
MC2MGES,5.382132
8TQVJYV,5.144336
JC9SMON,1.5996267
PWA6W1X,3.8575916
8WYDFOG,1.6922019
UPJICDW,3.1312814
I5I49JE,0.9855881
NMDYWRE,2.8559785
QRBMMTO,2.3130975
ZV1ELXU,1.8146899
VEFSSDD,5.8263392
M43QNSV,3.1880386
VFZ6HB6,4.664399
1L1VDVD,5.750641
35BRDCU,0.31253207
EMZVJHJ,3.6337888
DZV4R1K,2.203905
M4VOCV6,2.1259885
NIQDM2F,5.987634
XJ3WPTG,1.7534376
NSBED9V,5.91933
BVLD5HP,2.2178068
LHAHBVQ,3.8483744
Q2LI49G,4.3002462
IGADP0W,2.67878
0J3HUB7,1.3178962
04UBJON,3.8459244
ONQYXCY,2.566389
VX4TE6W,4.7819586
JP0B3RA,2.7332084
WOXTTDH,-1.1801683
G55NVA0,1.3030618
JB1FBAK,6.3539753
6N3X8BE,4.566622
C5W9447,4.5566635
4FEWW32,1.8336865
VTYCASF,3.1804755
9GQ5E7L,3.4844723
C7M9E8Y,3.2651408
NITU5JX,0.51565945
BA352ZM,3.1594982
1PGXQQ5,4.439884
CKO3OG6,4.076994
LU8ZARG,6.2453938
YWBUUVG,3.712381
YTNSQWM,4.711099
BZFVXQ4,9.271218
RQI76BQ,3.4574435
TK6CIWT,4.651579
US32L36,6.8423414
6FDJ7ID,6.449122
1R4ZTTG,2.7691627
UCN7R7V,13.122969
