"","YEAR","X","XX","PRED","PETD","CLDD","DTRD","TMPD","TMND","TMXD","VAPD","WETD","FRSD"
"16-AUG-1961",0,"/","728:",212.3,2.5,86.8,8.8,22.3,17.9,26.7,22.9,18.61,0
"16-SEP-1961",0,"/","729:",312.8,2.7,82.6,9.7,22.4,17.6,27.3,22.4,23.06,0
"16-OCT-1961",0,"/","730:",117.1,3.2,69.6,12.6,23.6,17.3,29.9,21.8,11.27,0
"16-NOV-1961",0,"/","731:",0.3,3.9,45,17,22.6,14.1,31.1,14.8,0.2,0
"16-DEC-1961",0,"/","732:",0,4.2,34.9,18.9,21.2,11.8,30.7,10.4,0,0
"16-JAN-1962",0,"/","733:",0,4.2,38,18.4,21.4,12.2,30.6,8.7,0,0
"15-FEB-1962",0,"/","734:",5.1,4.7,47.3,16.9,24.1,15.7,32.6,9.3,0,0
"16-MAR-1962",0,"/","735:",46.7,4.6,62.8,13.7,26.2,19.4,33.1,13.9,5.19,0
"16-APR-1962",0,"/","736:",109.2,4,69.1,11.4,26.1,20.4,31.8,20.3,11.72,0
"16-MAY-1962",0,"/","737:",170.1,3.5,69.7,11.3,25,19.4,30.7,23.1,16.48,0
"16-JUN-1962",0,"/","738:",242.8,2.9,78.7,9.6,23.3,18.5,28.1,22.5,19.53,0
"16-JUL-1962",0,"/","739:",198.9,2.6,87.5,9.3,22.8,18.2,27.5,22.4,17.74,0
"16-AUG-1962",0,"/","740:",273.3,2.6,88,8.9,22.5,18.1,27,22.4,20.7,0
"16-SEP-1962",0,"/","741:",321.5,2.7,83.6,9.6,22.7,17.9,27.5,22.8,23.35,0
"16-OCT-1962",0,"/","742:",151.7,3.1,71.9,11.5,23.7,18,29.5,21.8,13.64,0
"16-NOV-1962",0,"/","743:",54.1,3.5,65.4,13.1,23.5,17,30.1,15.6,4.38,0
"16-DEC-1962",0,"/","744:",0,4,45.8,16.4,22.8,14.6,31,11.7,0,0
"16-JAN-1963",0,"/","745:",0,4.5,31.4,19.4,22.5,12.8,32.2,9.1,0,0
"15-FEB-1963",0,"/","746:",8.7,4.7,49.5,16.3,25.2,17.1,33.4,9.9,0,0
"16-MAR-1963",0,"/","747:",31.5,4.7,56,14.8,26,18.6,33.4,14.1,3.39,0
"16-APR-1963",0,"/","748:",185,4,68.2,11.8,26,20.1,31.9,20.6,15.25,0
"16-MAY-1963",0,"/","749:",151,3.5,70.6,10.9,25.1,19.7,30.6,23.8,15.76,0
"16-JUN-1963",0,"/","750:",181.8,3.1,75.6,10.4,24.2,19,29.4,23.1,17.08,0
"16-JUL-1963",0,"/","751:",193.4,2.5,86.9,9,22.9,18.4,27.4,23.4,17.52,0
"16-AUG-1963",0,"/","752:",395.5,2.5,89.5,8.7,23,18.7,27.4,23.5,24.42,0
"16-SEP-1963",0,"/","753:",259.2,2.7,83.8,9.7,23.6,18.8,28.5,23.6,21.17,0
"16-OCT-1963",0,"/","754:",235.2,3,77,10.3,24,18.9,29.2,22.7,16.92,0
"16-NOV-1963",0,"/","755:",1.8,3.7,54.4,14.8,23.1,15.7,30.5,15.5,0.52,0
"16-DEC-1963",0,"/","756:",0,4.3,35.3,18.7,22.4,13.1,31.8,11,0,0
"16-JAN-1964",0,"/","757:",0,4.2,44.1,17.1,22.8,14.3,31.4,9.9,0,0
"15-FEB-1964",0,"/","758:",0.6,4.8,41.5,18,23.9,14.9,32.9,9,0,0
"16-MAR-1964",0,"/","759:",98.4,4.8,57.2,14.8,26.8,19.4,34.2,14.1,7.71,0
"16-APR-1964",0,"/","760:",177,4,72.8,11.3,26.3,20.7,32,20,14.79,0
"16-MAY-1964",0,"/","761:",176.8,3.5,73.3,10.8,25.3,19.9,30.7,23.1,16.64,0
"16-JUN-1964",0,"/","762:",196.9,3,76.1,10.3,23.4,18.3,28.6,22.3,17.99,0
"16-JUL-1964",0,"/","763:",271.3,2.5,88.6,8.5,22.4,18.2,26.7,22.3,20.36,0
"16-AUG-1964",0,"/","764:",163.6,2.6,87.4,8.7,22.2,17.9,26.6,22.2,16.19,0
"16-SEP-1964",0,"/","765:",341.8,2.7,81.7,9.4,22.6,17.9,27.3,22.6,23.96,0
"16-OCT-1964",0,"/","766:",169,3.1,70.6,11.6,23.1,17.3,28.9,21.2,14.68,0
"16-NOV-1964",0,"/","767:",14,3.5,59.4,13.8,22.7,15.8,29.6,15,1.84,0
"16-DEC-1964",0,"/","768:",0,4,45.5,16.5,22,13.8,30.3,10.9,0,0
"16-JAN-1965",0,"/","769:",0,4.2,45.1,17,22.7,14.2,31.2,9.5,0,0
"15-FEB-1965",0,"/","770:",3.6,4.7,48,16.7,24.4,16.1,32.8,9.5,0,0
"16-MAR-1965",0,"/","771:",21,4.8,55.1,15.5,25.9,18.2,33.7,13.3,2.63,0
"16-APR-1965",0,"/","772:",147.7,4.1,68.3,11.9,26,20.1,32,19.9,13.71,0
"16-MAY-1965",0,"/","773:",136,3.5,71.3,12.2,24.8,18.7,30.9,22.5,14.62,0
"16-JUN-1965",0,"/","774:",216.7,2.9,78.1,10.1,23.4,18.4,28.5,22.6,18.73,0
"16-JUL-1965",0,"/","775:",288.8,2.5,88.4,8.9,22.9,18.5,27.4,22.6,21.15,0
"16-AUG-1965",0,"/","776:",302.1,2.6,87.3,8.9,22.7,18.3,27.2,22.9,21.6,0
"16-SEP-1965",0,"/","777:",239.7,2.7,82.8,9.8,22.8,17.9,27.7,22.7,20.41,0
"16-OCT-1965",0,"/","778:",125.1,3.2,70.1,12.4,23.9,17.7,30.1,21.4,12.7,0
"16-NOV-1965",0,"/","779:",0.1,3.8,49.3,16.2,22.9,14.8,31,14.9,0.02,0
"16-DEC-1965",0,"/","780:",0,4.2,36.4,18.5,22,12.8,31.3,10.6,0,0
"16-JAN-1966",0,"/","781:",0,4.3,39.4,18.4,22.8,13.6,32,9.3,0,0
"15-FEB-1966",0,"/","782:",0.1,4.7,44.7,17.4,23.7,15,32.4,8.9,0,0
"16-MAR-1966",0,"/","783:",18.8,4.8,58.1,15.6,26.3,18.5,34.1,13.7,2.26,0
"16-APR-1966",0,"/","784:",170.4,4,69.1,11.6,25.9,20.1,31.7,19.7,14.5,0
"16-MAY-1966",0,"/","785:",208.2,3.4,72.5,10.5,24.9,19.7,30.2,22.7,18.06,0
"16-JUN-1966",0,"/","786:",203.8,3,77,10.4,23.4,18.2,28.6,22.2,18.14,0
"16-JUL-1966",0,"/","787:",180.8,2.7,85.7,10,23.3,18.3,28.3,22.4,17.05,0
"16-AUG-1966",0,"/","788:",311.8,2.6,90,8.8,22.9,18.5,27.3,22.5,22.15,0
"16-SEP-1966",0,"/","789:",250.6,2.6,84.9,9.4,22.8,18.1,27.5,22.9,20.81,0
"16-OCT-1966",0,"/","790:",152.3,3.1,73.3,11.6,23.6,17.8,29.4,21.8,13.79,0
"16-NOV-1966",0,"/","791:",6.8,3.6,59.9,13.9,23.2,16.3,30.2,15.5,1.09,0
"16-DEC-1966",0,"/","792:",0,4.1,39.8,18,21.8,12.8,30.8,10.7,0,0
"16-JAN-1967",0,"/","793:",0,4.1,47.6,17,21.8,13.3,30.3,9,0,0
"15-FEB-1967",0,"/","794:",5.4,4.6,49.9,16.4,24.3,16.1,32.5,9,0,0
"16-MAR-1967",0,"/","795:",7.1,4.6,60.8,14.3,25.9,18.8,33.1,13.6,1.35,0
"16-APR-1967",0,"/","796:",129.9,4.4,61.4,13.1,26.3,19.8,32.9,19.5,12.63,0
"16-MAY-1967",0,"/","797:",158.5,3.6,69.7,11.6,25,19.2,30.8,22.6,16.12,0
"16-JUN-1967",0,"/","798:",209.8,2.9,77.8,9.8,23.2,18.3,28.1,22,18.43,0
"16-JUL-1967",0,"/","799:",286.5,2.5,89.8,8.3,22.4,18.3,26.6,22,21.06,0
"16-AUG-1967",0,"/","800:",235.7,2.5,90,8.1,22.2,18.2,26.3,22.1,19.31,0
"16-SEP-1967",0,"/","801:",249.7,2.7,84,9.4,22.7,18,27.4,22.2,20.51,0
"16-OCT-1967",0,"/","802:",125.6,3.1,72.7,11.7,23.5,17.7,29.4,21.5,12.61,0
"16-NOV-1967",0,"/","803:",7.6,3.6,55.4,14.9,22.5,15.1,30,14.6,1.46,0
"16-DEC-1967",0,"/","804:",0,4.1,44.8,16.9,22.2,13.8,30.7,10.7,0,0
"16-JAN-1968",0,"/","805:",0,4.1,48.2,16.7,22,13.7,30.4,9.1,0,0
"15-FEB-1968",0,"/","806:",2.3,4.7,47.4,16.9,24.4,16,32.9,9.2,0,0
"16-MAR-1968",0,"/","807:",24.7,4.7,58.7,15,26.1,18.6,33.6,13.3,3.04,0
"16-APR-1968",0,"/","808:",108.5,3.9,73.4,11.1,25.9,20.4,31.5,19.9,11.15,0
"16-MAY-1968",0,"/","809:",181.6,3.5,71.3,11.1,24.7,19.2,30.3,22.4,16.89,0
"16-JUN-1968",0,"/","810:",189.4,2.9,77.8,9.7,23.2,18.4,28.1,22.2,17.49,0
"16-JUL-1968",0,"/","811:",245.7,2.6,87.9,8.8,22.7,18.3,27.1,22,19.69,0
"16-AUG-1968",0,"/","812:",308,2.7,88,8.8,23.1,18.7,27.5,22.2,21.95,0
"16-SEP-1968",0,"/","813:",293.8,2.7,83.6,9.7,23,18.2,27.9,22.7,22.39,0
"16-OCT-1968",0,"/","814:",117.1,3.2,71.3,11.8,23.9,18,29.8,21.7,11.89,0
"16-NOV-1968",0,"/","815:",7.5,3.6,57.6,14.4,23.1,15.9,30.3,15,1.22,0
"16-DEC-1968",0,"/","816:",0,4,49.7,16.6,22.6,14.3,30.9,11.3,0,0
"16-JAN-1969",0,"/","817:",0,4.2,41.8,17.9,21.9,13,30.9,8.7,0,0
"15-FEB-1969",0,"/","818:",12,4.9,41.2,18.5,24.9,15.7,34.2,9.1,0,0
"16-MAR-1969",0,"/","819:",84.4,4.6,63.6,14,26.6,19.6,33.6,13.8,7.67,0
"16-APR-1969",0,"/","820:",101.6,4,73.9,11.5,27.1,21.4,32.9,21,10.54,0
"16-MAY-1969",0,"/","821:",138.3,3.3,78.1,10.9,25.4,20,30.9,23.8,14.95,0
"16-JUN-1969",0,"/","822:",200.4,2.9,79.1,8.7,24,19.7,28.4,23.7,18.09,0
"16-JUL-1969",0,"/","823:",287.1,2.6,85.4,9.3,23.1,18.5,27.8,23.1,20.94,0
"16-AUG-1969",0,"/","824:",357,2.6,85.5,8,23.1,19.1,27.1,23.5,23.24,0
"16-SEP-1969",0,"/","825:",250.4,2.7,83.8,9.7,23.1,18.3,28,23.1,20.86,0
"16-OCT-1969",0,"/","826:",163,3,77.8,10.2,23.8,18.7,28.9,21.9,14.43,0
"16-NOV-1969",0,"/","827:",13.6,3.7,56.5,14.3,23.4,16.3,30.6,15.1,2.36,0
"16-DEC-1969",0,"/","828:",0,4.4,34.4,19.1,23,13.5,32.6,10.9,0,0
"16-JAN-1970",0,"/","829:",0,4.2,42.7,17.8,22.7,13.8,31.6,9.5,0,0
"15-FEB-1970",0,"/","830:",0.2,4.8,45.1,17.7,24.4,15.6,33.3,9.6,0,0
"16-MAR-1970",0,"/","831:",14.5,5,53.1,16.7,26.7,18.4,35.1,13.8,2.23,0
"16-APR-1970",0,"/","832:",101.3,4.3,65.6,12.3,26.9,20.8,33.1,20.3,10.14,0
"16-MAY-1970",0,"/","833:",173.1,3.6,71.3,11.3,25.5,19.9,31.2,22.9,16.71,0
"16-JUN-1970",0,"/","834:",211.5,3.1,76.1,10.7,24.2,18.9,29.6,23.2,18.36,0
"16-JUL-1970",0,"/","835:",193.9,2.5,88.1,8.7,23,18.7,27.4,23.4,17.56,0
"16-AUG-1970",0,"/","836:",310.8,2.4,91.2,8.1,22.7,18.7,26.8,23.4,22.06,0
"16-SEP-1970",0,"/","837:",227.6,2.6,84.9,9.6,22.8,18,27.6,22.7,20.02,0
"16-OCT-1970",0,"/","838:",99.8,3.2,71.7,12.3,23.8,17.7,30,21.7,11.17,0
"16-NOV-1970",0,"/","839:",0.1,3.8,49.4,15.9,23.3,15.4,31.3,15.2,0.02,0
"16-DEC-1970",0,"/","840:",0,4.1,40.6,18,22,13,31,10.8,0,0
"16-JAN-1971",0,"/","841:",0,4.1,45.1,17.8,21.5,12.6,30.4,8.3,0,0
"15-FEB-1971",0,"/","842:",10,4.7,44.5,17.4,24,15.3,32.7,8.4,0,0
"16-MAR-1971",0,"/","843:",29.3,4.8,58.2,15.1,26.3,18.8,33.9,13.1,3.8,0
"16-APR-1971",0,"/","844:",77.3,4.3,63.5,13,25.8,19.3,32.3,18.8,10.07,0
"16-MAY-1971",0,"/","845:",84.5,3.7,66.2,12.2,24.9,18.8,31,21.7,12,0
"16-JUN-1971",0,"/","846:",211.1,3.1,76.1,10.3,23.5,18.4,28.7,22,18.38,0
"16-JUL-1971",0,"/","847:",320.6,2.5,88.4,9.2,22.6,18,27.2,22,22.01,0
"16-AUG-1971",0,"/","848:",309.3,2.5,90.5,8.8,21.9,17.5,26.3,21.8,22.03,0
"16-SEP-1971",0,"/","849:",219.2,2.7,82.7,10.2,22.1,17,27.2,21.1,19.64,0
"16-OCT-1971",0,"/","850:",82.8,3.2,67.4,12.4,22.9,16.7,29.1,20.2,10.33,0
"16-NOV-1971",0,"/","851:",0.1,3.9,48.2,16.5,22.6,14.4,30.9,13.8,0.11,0
"16-DEC-1971",0,"/","852:",0,3.9,49.1,16,21.3,13.3,29.3,9.9,0,0
"16-JAN-1972",0,"/","853:",0,4.3,38.4,18.5,22,12.8,31.3,8.6,0,0
"15-FEB-1972",0,"/","854:",2.7,4.8,44.2,17.7,24.3,15.5,33.2,8.9,0,0
"16-MAR-1972",0,"/","855:",33,4.7,58.5,14.4,26.3,19.1,33.5,13.4,3.44,0
"16-APR-1972",0,"/","856:",137.7,4,70.4,11,26,20.5,31.5,19.6,13.24,0
"16-MAY-1972",0,"/","857:",182.8,3.4,71.9,10.5,24.6,19.4,29.9,22.4,17.13,0
"16-JUN-1972",0,"/","858:",179.4,2.9,77.6,10.2,23,17.9,28.1,21.8,17.23,0
"16-JUL-1972",0,"/","859:",219.7,2.6,87.2,9.6,23,18.2,27.8,22,18.64,0
"16-AUG-1972",0,"/","860:",283.3,2.6,88.9,9.1,22.7,18.2,27.3,22,21.19,0
"16-SEP-1972",0,"/","861:",239.7,2.8,82.6,10.6,22.9,17.6,28.2,22.1,20.08,0
"16-OCT-1972",0,"/","862:",162.2,3.2,71.4,11.9,23.4,17.5,29.4,20.7,13.74,0
"16-NOV-1972",0,"/","863:",0.6,3.8,49,16.8,22.6,14.2,31,14.1,0.41,0
"16-DEC-1972",0,"/","864:",0,4.1,42.2,17.5,22.4,13.7,31.2,10.7,0,0
"16-JAN-1973",0,"/","865:",0,4.2,46.3,17.1,22.9,14.4,31.5,9.7,0,0
"15-FEB-1973",0,"/","866:",7.9,4.7,50.5,16.5,25.1,16.9,33.4,9.6,0,0
"16-MAR-1973",0,"/","867:",18.2,4.6,65.1,13.9,26.6,19.7,33.6,14.1,2.24,0
"16-APR-1973",0,"/","868:",111.9,4.4,60.8,13.2,26.1,19.5,32.7,18.8,11.79,0
"16-MAY-1973",0,"/","869:",117.7,3.5,72.3,11.1,24.8,19.3,30.4,21.9,13.59,0
"16-JUN-1973",0,"/","870:",256.2,3,77.2,10.6,24,18.7,29.3,23,20.13,0
"16-JUL-1973",0,"/","871:",276.4,2.8,83.5,10.4,23.3,18.1,28.5,22.4,20.79,0
"16-AUG-1973",0,"/","872:",246.7,2.5,90.8,8.6,22.6,18.3,26.9,23,19.82,0
"16-SEP-1973",0,"/","873:",275,2.6,85.2,9.5,22.7,18,27.5,22.4,21.66,0
"16-OCT-1973",0,"/","874:",111.7,2.9,81.1,10.7,23.7,18.4,29.1,21.6,11.98,0
"16-NOV-1973",0,"/","875:",1.3,3.8,50,16.1,22.7,14.7,30.8,14.6,0.38,0
"16-DEC-1973",0,"/","876:",0,4.2,42.3,17.4,22.6,13.9,31.3,10.7,0,0
"16-JAN-1974",0,"/","877:",0,4,49.1,15.9,21.6,13.7,29.6,8.9,0,0
"15-FEB-1974",0,"/","878:",7.6,4.5,51.1,16.2,23.7,15.6,31.8,8.8,0,0
"16-MAR-1974",0,"/","879:",12.6,4.8,55.6,15.3,26,18.4,33.7,12.9,2.25,0
"16-APR-1974",0,"/","880:",142.8,4.3,67.6,12.1,26.3,20.3,32.4,18.6,13.47,0
"16-MAY-1974",0,"/","881:",139.3,3.5,71.3,11.2,24.1,18.5,29.7,20.8,15.24,0
"16-JUN-1974",0,"/","882:",133.2,3,78,10,23.4,18.4,28.4,22.3,14.91,0
"16-JUL-1974",0,"/","883:",265.5,2.4,89.1,8.3,22,17.9,26.2,22.4,20.35,0
"16-AUG-1974",0,"/","884:",230.8,2.5,90,8.5,22.2,18,26.5,22.3,19.3,0
"16-SEP-1974",0,"/","885:",278.8,2.5,86.7,9.4,21.9,17.2,26.6,21.6,21.93,0
"16-OCT-1974",0,"/","886:",195.7,3.1,72.4,11.8,23,17.1,28.9,20.6,15.36,0
"16-NOV-1974",0,"/","887:",19.2,3.6,55.1,14.2,22.9,15.8,30,14.7,0.97,0
"16-DEC-1974",0,"/","888:",0,3.9,45,17.2,21.1,12.5,29.7,10.5,0,0
"16-JAN-1975",0,"/","889:",0,3.9,53.9,15.6,21.2,13.4,29,8.5,0,0
"15-FEB-1975",0,"/","890:",1.6,4.6,50.3,16,23.9,15.9,31.9,8.8,0,0
"16-MAR-1975",0,"/","891:",111.1,4.7,60,14.6,26,18.7,33.3,13,7.17,0
"16-APR-1975",0,"/","892:",114.7,4.3,66.1,11.9,26.3,20.4,32.3,19,11.96,0
"16-MAY-1975",0,"/","893:",154.6,3.5,71.6,10.8,24.9,19.5,30.3,21.8,15.95,0
"16-JUN-1975",0,"/","894:",177.9,2.9,79.9,9.3,23.3,18.7,28,22,17.05,0
"16-JUL-1975",0,"/","895:",261.3,2.5,88.3,8.7,22.1,17.8,26.5,21.6,20.17,0
"16-AUG-1975",0,"/","896:",272.9,2.5,90.3,8.5,22,17.8,26.3,21.6,20.57,0
"16-SEP-1975",0,"/","897:",288.1,2.6,83.3,9.5,21.9,17.2,26.7,21.4,22.16,0
"16-OCT-1975",0,"/","898:",119.4,3,73.8,11.4,22.9,17.2,28.6,20.3,11.95,0
"16-NOV-1975",0,"/","899:",14.9,3.6,57.8,13.5,22.9,16.2,29.7,14.3,1.9,0
"16-DEC-1975",0,"/","900:",0,4,47,16.5,21.8,13.6,30.1,10.1,0,0
"16-JAN-1976",0,"/","901:",0,4.1,46.4,17.1,21.8,13.3,30.4,8.5,0,0
"15-FEB-1976",0,"/","902:",17.4,4.4,55.5,14.7,23.4,16.1,30.8,8.2,0,0
"16-MAR-1976",0,"/","903:",14.2,4.5,64.3,13.7,25.4,18.6,32.3,12,1.96,0
"16-APR-1976",0,"/","904:",95.5,4.2,69.1,11.6,26,20.2,31.8,18,11.15,0
"16-MAY-1976",0,"/","905:",169.4,3.6,71.8,10.9,24.5,19.1,30,20.2,16.54,0
"16-JUN-1976",0,"/","906:",223.4,2.9,78.6,9.5,22.8,18.1,27.6,21.5,19.03,0
"16-JUL-1976",0,"/","907:",223.4,2.5,88.1,8.7,22.3,18,26.7,21.5,18.48,0
"16-AUG-1976",0,"/","908:",286.1,2.6,87.4,8.9,22.2,17.8,26.7,21.4,21.3,0
"16-SEP-1976",0,"/","909:",236.3,2.8,81.9,9.9,22.6,17.7,27.6,21.8,20.31,0
"16-OCT-1976",0,"/","910:",262.4,3.1,73.5,11.1,23.3,17.8,28.9,20.7,17.71,0
"16-NOV-1976",0,"/","911:",24.1,3.7,54.9,14.5,22.7,15.5,30,14.1,3.75,0
"16-DEC-1976",0,"/","912:",0,4,47.2,16.7,22.3,14,30.7,10.4,0,0
"16-JAN-1977",0,"/","913:",0,3.9,56.1,16,22.1,14.1,30.1,9.2,0,0
"15-FEB-1977",0,"/","914:",0.4,4.3,59.8,15,23.7,16.2,31.2,8.9,0,0
"16-MAR-1977",0,"/","915:",2.5,4.3,76.5,14.3,26.2,19.1,33.4,13.5,0.37,0
"16-APR-1977",0,"/","916:",37.3,3.8,81.2,12.3,26.4,20.3,32.6,19.7,4.87,0
"16-MAY-1977",0,"/","917:",137,3.6,68.8,11.5,25,19.3,30.8,22.2,15.01,0
"16-JUN-1977",0,"/","918:",182.6,3,77.8,10.3,23.3,18.2,28.5,22,16.93,0
"16-JUL-1977",0,"/","919:",272.9,2.6,88,9,22.6,18.1,27.1,21.9,20.66,0
"16-AUG-1977",0,"/","920:",279.6,2.5,91.2,7.9,22.1,18.2,26.1,21.7,21,0
"16-SEP-1977",0,"/","921:",260.3,2.7,85.1,9.8,22.6,17.7,27.5,21.7,21.18,0
"16-OCT-1977",0,"/","922:",128.8,3.2,70,13.1,23.4,16.9,30,20.7,12.62,0
"16-NOV-1977",0,"/","923:",0.1,3.7,53.3,15.7,22.9,15.1,30.8,14.6,0.02,0
"16-DEC-1977",0,"/","924:",0,3.9,50.3,16.8,21.3,12.9,29.7,10.4,0,0
"16-JAN-1978",0,"/","925:",0,4.1,47,17.3,22.1,13.5,30.8,8.9,0,0
"15-FEB-1978",0,"/","926:",1.9,4.7,46.6,17.1,24.6,16.1,33.2,9.4,0,0
"16-MAR-1978",0,"/","927:",15.9,4.7,61.5,14.3,26.5,19.4,33.7,13.9,3.02,0
"16-APR-1978",0,"/","928:",233.9,4.2,64.7,11.8,26.1,20.2,32,19.3,16.87,0
"16-MAY-1978",0,"/","929:",158.5,3.5,70.3,11.4,24.7,19,30.4,21.9,15.98,0
"16-JUN-1978",0,"/","930:",203.7,2.9,78.9,9.9,22.9,18,27.9,21.4,17.97,0
"16-JUL-1978",0,"/","931:",291.5,2.4,89.5,7.7,22.2,18.4,26.1,22,21,0
"16-AUG-1978",0,"/","932:",323.7,2.6,90,9,22.5,18,27,21.9,22.36,0
"16-SEP-1978",0,"/","933:",269.8,2.7,83.8,10,22.2,17.2,27.2,21.4,21.45,0
"16-OCT-1978",0,"/","934:",177.5,3,77.3,11,23.3,17.8,28.8,20.6,14.83,0
"16-NOV-1978",0,"/","935:",14.1,3.7,53.3,14.8,22.9,15.5,30.3,14.3,1.24,0
"16-DEC-1978",0,"/","936:",0,4.3,36.1,19.9,22.1,12.2,32.1,9.9,0,0
"16-JAN-1979",0,"/","937:",0,4.3,43.8,18.6,22.7,13.4,32,8.8,0,0
"15-FEB-1979",0,"/","938:",2,4.6,50.5,16.2,24.6,16.5,32.7,9,0,0
"16-MAR-1979",0,"/","939:",68.6,4.6,66.2,13,26.8,20.3,33.3,13.8,5.25,0
"16-APR-1979",0,"/","940:",98.9,4.2,66.9,12.6,26.2,19.9,32.5,19.1,10.36,0
"16-MAY-1979",0,"/","941:",223.6,3.5,72,11.1,24.9,19.4,30.5,21.7,18.72,0
"16-JUN-1979",0,"/","942:",176.4,2.9,79.9,9.2,23.1,18.5,27.7,22.1,16.93,0
"16-JUL-1979",0,"/","943:",299.9,2.5,88.6,8.5,22.8,18.6,27.1,22.2,21.54,0
"16-AUG-1979",0,"/","944:",236.3,2.6,86.3,8.1,22.5,18.5,26.6,22.3,19.52,0
"16-SEP-1979",0,"/","945:",215,3,73.5,10,23,18,28,22.6,19.44,0
"16-OCT-1979",0,"/","946:",133.2,3.2,71,12.1,24,18,30.1,21.3,13.01,0
"16-NOV-1979",0,"/","947:",37.6,3.7,60,13.8,24,17.1,30.9,15.2,3.42,0
"16-DEC-1979",0,"/","948:",0,4.2,36.7,18.8,21.6,12.2,31,10.5,0,0
"16-JAN-1980",0,"/","949:",0,4.4,37.9,18.2,22.9,13.8,32,9,0,0
"15-FEB-1980",0,"/","950:",0.4,4.6,52.4,15.9,24.6,16.7,32.6,9.5,0,0
"16-MAR-1980",0,"/","951:",86,4.7,59.3,14.4,26.5,19.3,33.7,13.9,5.86,0
"16-APR-1980",0,"/","952:",90,4.1,69.5,11.8,26.6,20.7,32.5,19.9,10.57,0
"16-MAY-1980",0,"/","953:",175,3.5,73.1,10.2,25.3,20.2,30.4,22.8,16.71,0
"16-JUN-1980",0,"/","954:",201.9,3,77.7,10.1,23.3,18.3,28.4,22.3,18,0
"16-JUL-1980",0,"/","955:",278.9,2.5,87.6,9.5,22.5,17.8,27.3,22.4,20.85,0
"16-AUG-1980",0,"/","956:",247.3,2.5,89.6,8.9,22.6,18.2,27.1,22.8,19.85,0
"16-SEP-1980",0,"/","957:",298.4,2.7,84.8,9.6,23,18.2,27.8,22.3,22.6,0
"16-OCT-1980",0,"/","958:",163,3.1,73.5,11,23.7,18.2,29.2,21.2,14.34,0
"16-NOV-1980",0,"/","959:",9.8,3.6,60,13.6,23.3,16.5,30.1,14.7,2.2,0
"16-DEC-1980",0,"/","960:",0,3.9,46.3,16.3,21.5,13.4,29.7,10.8,0,0
"16-JAN-1981",0,"/","961:",0,4.1,44.2,18.4,20.8,11.6,30,8,0,0
"15-FEB-1981",0,"/","962:",0.1,4.8,45.8,17.7,24.3,15.5,33.2,8.8,0,0
"16-MAR-1981",0,"/","963:",2.2,4.8,58.4,15,26.4,18.9,33.9,13.4,0.81,0
"16-APR-1981",0,"/","964:",112.9,4.5,59.3,13.3,26.1,19.5,32.8,18.6,12.13,0
"16-MAY-1981",0,"/","965:",245.6,3.4,72.7,10.4,24.7,19.5,29.9,22.1,19.54,0
"16-JUN-1981",0,"/","966:",167.6,3,76,9.7,23.4,18.6,28.3,22.3,16.7,0
"16-JUL-1981",0,"/","967:",264.8,2.4,88.8,8.2,22,17.9,26.1,22.1,20.23,0
"16-AUG-1981",0,"/","968:",236.8,2.7,86,9.6,22.4,17.6,27.2,21.6,19.5,0
